"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0050727","regulation of inflammatory response","101/2359","354/23210",1.69948428803183e-22,9.29463406981772e-20,5.80751999288198e-20,"Nos2/Ccl5/Ptgs2/Tarm1/Acod1/Il6/Socs3/Slc7a2/C3/Bst1/Jak2/Nfkbia/Il1rl2/Tnf/Tnfrsf1b/Usp18/Nupr1/Adora2b/Tnfsf4/Pbk/Tnfaip3/Adora2a/Cebpb/Nr1h3/Cd28/Tnip1/Siglece/Cfh/Il1r1/Ier3/Pde5a/Cst7/Acp5/Il1b/Trem2/Zc3h12a/Cnr2/Fcgr1/Smpdl3b/Pparg/Tgm2/Nod2/Nfkbiz/Lgals9/Napepld/Anxa1/Tlr3/Mefv/Adrb2/H2-T23/Pdcd4/Dicer1/Osm/Fancd2/Sbno2/Il12b/Pla2g4a/Ptger3/Cd5l/Akna/Lta/Il1rl1/Rps19/Gprc5b/Fanca/Ctsc/C1qbp/Il10/C1qtnf12/Cebpa/Bcl6/Casp1/Ccr2/Stap1/Cd200r1/Il17ra/Fcgr2b/Clcf1/Ccl3/Cd200/Zfp36/Hgf/Aoah/Ticam1/Cd276/Lpl/Myd88/Rabgef1/Abcd2/Cdk19/Pycard/Trpv4/Ptpn2/Nr1d2/Abhd12/Serpine1/Spn/Tmem173/Slamf8/Nfe2l1/Lyn",101
"BP","GO:0019221","cytokine-mediated signaling pathway","98/2359","341/23210",4.05961066949334e-22,2.03521814897266e-19,1.27165523690883e-19,"Ccl5/Cxcl9/Cxcl11/Acsl1/Cxcl10/Il6/Iigp1/Cxcl13/Il1f9/Jak2/Ccl8/Nfkbia/Zbp1/Il1rn/Gas6/Socs1/Lifr/Tnf/Irf7/Gpr35/Ccl22/Il15ra/Il1r1/Cxcr4/Il1a/Stat2/Il1b/Ccl7/Trem2/Csf1/Irak3/Stat1/Irgm1/Irgm2/Traf2/Cxcl3/Parp14/Irak2/Pparg/Parp9/Ccl12/Il23r/Nup85/Ccl2/Ripk2/Cxcl2/Casp4/Irf1/Mmp12/Adar/Ifitm1/Rffl/Rps6ka5/Sh2b2/Osm/Ccl6/Il2rg/Syk/Cd300lf/Ccl4/H2bc21/Cd4/Ikbke/Ugcg/Samhd1/Ifngr2/Cxcl1/Bbs4/Trim6/Cebpa/Cxcl5/Stat3/Ticam2/Pf4/Jak1/Ifnb1/Casp1/Ccr2/Stap1/Ccl3/Ptk2b/Il15/Ifnar1/Tbk1/Traf6/Oas2/Myd88/Vrk2/Rabgef1/Ifngr1/Padi2/Pycard/Ptpn2/Arg1/Gab1/Prkn/Ifnar2/Pias4",98
"BP","GO:0050707","regulation of cytokine secretion","73/2359","213/23210",1.13540265831836e-21,5.25429414803328e-19,3.28301448814159e-19,"Il6/Rasgrp1/Slamf1/Gas6/Socs1/Tnf/Tnfrsf1b/Tnfsf4/Clec4e/Tnfaip3/Ddx58/Cd274/Arg2/Fgr/Il1a/Il1b/Tnfsf15/Zc3h12a/Havcr2/Nod2/Lgals9/Ifih1/Ripk2/Casp4/Mmp12/Il4ra/Tlr5/Pml/Anxa1/Tlr1/Src/Osm/Syk/Srgn/Bank1/Ptpn22/Cadm1/Ezr/Il1rl1/Mapkbp1/Lrp1/Nlrp1b/Trim6/Il10/Cd36/Clec4n/Casp1/Scamp5/Ppp1r11/Cd200r1/Il17ra/Lrrfip2/Ccl3/Cd200/Panx1/Cd276/Ifnar1/Gsdmd/C5ar2/Lpl/Syt11/Fn1/Rabgef1/Ifngr1/Arid5a/Serpinb1a/Pycard/Trpv4/Hk1/Htr2b/Atg5/Lyn/Ncl",73
"BP","GO:0060326","cell chemotaxis","89/2359","299/23210",2.48539481503206e-21,1.06800965765949e-18,6.67319164246577e-19,"Ccl5/Cxcl9/Cxcl11/Cxcl10/Saa3/Met/Slamf1/Lox/Cxcl13/Il1f9/Bst1/Ccl8/Il1rn/Gas6/Edn1/Ccrl2/Gpr35/Ccl22/Thbs1/Cxcr4/Gpr183/Il1b/Ccl7/Csf1/Cnr2/Cxcl3/S1pr1/Saa1/Dusp1/Nod2/Ccl12/Saa4/Nup85/Lpar1/Ccl2/Pde4b/Cxcl2/Gpr18/Pla2g7/Ptpro/Csf3r/Vav3/Anxa1/Kdr/Hmgb2/Ccl6/Syk/Ccl4/Slc12a2/Rac2/Prex1/Rps19/Cxcl1/C1qbp/Bcar1/Sell/Cxcl5/Dock4/Saa2/Pf4/Vav1/Ccr2/Stap1/Il17ra/Ccl3/Hgf/Ptk2b/Cmklr1/Slc8b1/Nr4a1/C5ar2/Coro1b/Pgf/Padi2/Vegfb/Cxcr3/Notch1/Cxcl16/Trpv4/Serpine1/Jaml/Trem1/Tiam1/Slamf8/Rhog/Gab1/Lyn/Fgf18/Ccr6",89
"BP","GO:0002218","activation of innate immune response","62/2359","164/23210",4.00532966785263e-21,1.60640421878676e-18,1.00372156097556e-18,"Acod1/Ifi208/Ifi209/Nfkbia/Rsad2/Tnf/Irf7/Ifi214/Clec4e/Treml4/Tnfaip3/Ddx58/Nr1h3/Tnip1/Peli1/Ddx60/Ifi211/Irak3/Havcr2/Irgm2/Trim30a/Irak2/Smpdl3b/Ifi203/Nod2/Mndal/Lgals9/Ifih1/Ripk2/Dhx58/Irf1/Ifi204/Nlrc4/Tlr5/Tlr1/Tlr3/Colec12/Cd300lf/Ptpn22/Cd86/Zc3hav1/C1qbp/Cd300a/Cd36/Ptprs/Ticam2/Lrrfip2/Riok3/Ticam1/Tifa/Tbk1/Myd88/Matr3/Pycard/Prkce/Dab2ip/Rtn4/Tmem173/Irf4/Wdfy1/Lyn/Sfpq",62
"BP","GO:0050900","leukocyte migration","96/2359","340/23210",4.31058868825788e-21,1.62078134678496e-18,1.01270475037953e-18,"Ccl5/Cxcl9/Cxcl11/Cxcl10/Mmp14/Slamf1/Cxcl13/Il1f9/Bst1/Ccl8/Il1rn/Gcnt1/Gas6/Edn1/Tnf/Gpr35/Tnfsf4/Ccl22/Itga6/Il1r1/Thbs1/Il1a/Gpr183/Il1b/Ccl7/Trem2/Csf1/Cnr2/Cxcl3/S1pr1/Cd9/Dusp1/Nod2/Ccl12/Lgals9/Nup85/Ccl2/Icam1/Pde4b/Mcoln2/P2ry12/Cxcl2/Gpr18/Pla2g7/Ptpro/Csf3r/Vav3/Anxa1/Ccl6/Syk/Ccl4/Ptpn22/Ptger3/Slc12a2/Eps8/Rac2/Prex1/Rps19/Cxcl1/C1qbp/Sell/Cd300a/Cxcl5/Pf4/Vav1/Lrch1/Ccr2/Stap1/Cd200r1/Il17ra/Ccl3/Cd200/Ptk2b/Cmklr1/Stk10/Slc8b1/C5ar2/Myd88/Rabgef1/Pgf/Padi2/Vegfb/Cxcr3/Pycard/Cxcl16/Trpv4/Msn/Serpine1/Rtn4/Spn/Jaml/Trem1/Slamf8/Kitl/Lyn/Ccr6",96
"BP","GO:0071103","DNA conformation change","71/2359","210/23210",9.89732710550388e-21,3.5024894039242e-18,2.18844303986095e-18,"Cdk1/Parp10/H3c11/H2bc3/Nusap1/H3c7/H3c10/H3c13/H3c6/Ncaph/H1f5/Daxx/Zranb3/H3c8/Suv39h1/Mcm6/H4c3/Ccnb1/H4c6/Ncapg/H2bc14/Blm/Top2a/H2bc7/H2bc12/Smc4/Smc2/Nap1l1/H1f1/Mcm2/Asf1b/Ncapd3/Rad51/Hist1h4n/Anxa1/H3c3/Mcm4/Asf1a/Hist1h2bp/Ncapg2/Oip5/Hhex/H2bc21/H4c4/Cenpv/H4c2/H4c12/H2bc18/Npm1/H2bc9/Mis18a/H4c1/Brd2/Cdca5/Ncapd2/H4f16/H4c8/H1f3/Ddx11/Chaf1b/Spty2d1/Smyd3/Chaf1a/Hells/Smarca2/Ascc3/H3f3b/Banf1/H2bu1-ps/H3f3a/Fshr",71
"BP","GO:0032103","positive regulation of response to external stimulus","90/2359","312/23210",1.54670410072026e-20,5.1694288166295e-18,3.22998850507138e-18,"Ccl5/Ptgs2/Tarm1/Acod1/Cxcl10/Il6/Met/Slamf1/Cxcl13/C3/Jak2/Nfkbia/Gas6/Edn1/Tnf/Nupr1/Adora2b/Tnfsf4/Nod1/Cebpb/Cd28/Tnip1/Pde5a/Thbs1/Cxcr4/Ddx60/Il1b/Trem2/Csf1/Havcr2/Fcgr1/S1pr1/Tgm2/Nod2/Nfkbiz/Lgals9/Lpar1/Ccl2/Napepld/Ripk2/Dhx58/P2ry12/Pla2g7/Kdr/Tlr3/H2-T23/Pdcd4/Osm/Ccl4/Pla2g4a/Ptger3/Rac2/Lta/Il1rl1/Rps19/Cxcl1/Zc3hav1/Gprc5b/Lrp1/Ctsc/Tubb2b/C1qbp/Sell/Snw1/Cebpa/Scarf1/Ccr2/Stap1/Il17ra/Ccl3/Ptk2b/Cmklr1/Ticam1/Stx3/Lpl/Tbk1/Traf6/Fn1/Myd88/Pgf/Vegfb/Cxcr3/Cdk19/Trpv4/Serpine1/Rtn4/Tiam1/Arg1/Fgf18/Ccr6",90
"BP","GO:0097529","myeloid leukocyte migration","70/2359","207/23210",1.82960377769868e-20,5.79310332980804e-18,3.61967595022825e-18,"Ccl5/Cxcl9/Cxcl11/Cxcl10/Mmp14/Slamf1/Cxcl13/Il1f9/Bst1/Ccl8/Il1rn/Edn1/Gpr35/Ccl22/Il1r1/Thbs1/Il1a/Il1b/Ccl7/Trem2/Csf1/Cxcl3/Cd9/Dusp1/Nod2/Ccl12/Nup85/Ccl2/Pde4b/Mcoln2/P2ry12/Cxcl2/Pla2g7/Ptpro/Csf3r/Vav3/Anxa1/Ccl6/Syk/Ccl4/Ptger3/Rac2/Prex1/Rps19/Cxcl1/C1qbp/Sell/Cd300a/Cxcl5/Pf4/Vav1/Ccr2/Stap1/Cd200r1/Il17ra/Ccl3/Cd200/Ptk2b/Cmklr1/C5ar2/Myd88/Pgf/Vegfb/Trpv4/Serpine1/Rtn4/Jaml/Trem1/Slamf8/Lyn",70
"BP","GO:0006260","DNA replication","77/2359","243/23210",1.98368955808499e-20,5.96693819071966e-18,3.72829232206396e-18,"Il6/Met/Ccna2/Rrm2/Cdk1/Pclaf/Zranb3/Fbxo5/Mcm6/Rrm1/Ticrr/Prim1/Blm/Brca2/Nfia/Dtl/Cdc45/Mcm2/Rad51/Mcm5/Esco2/Cdc6/Mcm3/Chek2/Mcm4/Gen1/Pole2/Dna2/Pole/Wdhd1/Fen1/Cdc7/Rbbp7/Polh/Npm1/Samhd1/Dbf4/Gins1/Nucks1/E2f8/Gins2/Rnaseh2a/Eme1/Sde2/Mcm10/Pola1/Ddx11/Polq/Chaf1b/E2f7/Rfc5/Fhit/Smc1a/Mms22l/Fancm/Rpa2/Chaf1a/Nfix/Pcna/Kctd13/Prim2/Rfc4/Ctc1/Pold1/Cdk2/Mcm8/Ssrp1/Dscc1/Lig1/Msh6/Rmi1/Tipin/Orc1/Wdr18/Orc6/Smc3/Orc4",77
"BP","GO:0006323","DNA packaging","62/2359","169/23210",2.43794601558699e-20,6.98413487131968e-18,4.36386226649681e-18,"Cdk1/Parp10/H3c11/H2bc3/Nusap1/H3c7/H3c10/H3c13/H3c6/Ncaph/H1f5/Daxx/H3c8/Suv39h1/H4c3/Ccnb1/H4c6/Ncapg/H2bc14/Top2a/H2bc7/H2bc12/Smc4/Smc2/Nap1l1/H1f1/Mcm2/Asf1b/Ncapd3/Hist1h4n/H3c3/Asf1a/Hist1h2bp/Ncapg2/Oip5/H2bc21/H4c4/Cenpv/H4c2/H4c12/H2bc18/Npm1/H2bc9/Mis18a/H4c1/Brd2/Cdca5/Ncapd2/H4f16/H4c8/H1f3/Chaf1b/Spty2d1/Smyd3/Chaf1a/Hells/Smarca2/H3f3b/Banf1/H2bu1-ps/H3f3a/Fshr",62
"BP","GO:0002703","regulation of leukocyte mediated immunity","78/2359","250/23210",3.21293124476061e-20,8.78590653112721e-18,5.48965429427759e-18,"Il6/Rasgrp1/H2-M2/Slamf1/C3/Rsad2/Malt1/H2-T10/Tnf/H2-Q4/Tnfrsf1b/Cd40/Adora2b/Tnfsf4/Ddx58/Cd28/Il1r1/Serpinb9/Fgr/Il1b/Tfrc/Havcr2/H2-T24/Pvr/Fcgr1/Traf2/Slamf6/Nod2/Lgals9/Tap1/Ulbp1/Nectin2/Il4ra/Gm8909/Dusp22/Tlr3/Sh2d1b1/H2-T23/Hfe/Hmox1/Pnp/Syk/Il12b/Stxbp1/Cadm1/Rac2/Lta/Cxcl1/Cd300a/Cxcl5/D6Wsu163e/Bcl6/Lag3/Ifnb1/Vav1/H2-Q2/Ccr2/Fcgr2b/Clcf1/Ticam1/Traf6/Rabgef1/Pram1/H2-M3/Arid5a/Rif1/H2-Q10/Tap2/Parp3/Unc13d/Spn/Vsir/Msh2/Sh2d1b2/H2-Q1/Aplf/Arg1/Lyn",78
