"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0050670","regulation of lymphocyte proliferation","72/2780","225/23210",1.38014339405258e-15,1.03578909783279e-13,6.35816547357556e-14,"Ccl5/Cd38/Tarm1/Slfn1/Il6/Slamf1/Cebpb/Il27/Cd28/Tnfrsf1b/Arg2/Cd40/Bst1/Havcr2/Tfrc/Mef2c/Gpr183/Pde5a/Cd274/Fcgr2b/Peli1/Ticam1/Pnp/Tlr9/Clcf1/Irf1/Itgal/Il18/Lgals9/Casp3/Anxa1/Il10/Tnfsf4/Syk/Tlr4/Il1b/Il15/H2-T23/Bcl6/Ccdc88b/Il12a/Adk/Bcl2/Rac2/Cd44/Zc3h12d/Cd300a/Cd86/Ptpn22/Arg1/Il12rb1/Atm/Nck2/Ccr2/Tnfsf9/Myd88/H2-M3/Sh3rf1/H2-Ab1/Cd276/Spn/Znhit1/Blm/Ripor2/Vav3/Il12b/Tmem131l/Cd22/Slc39a10/Lyn/Zbtb7b/Dnaja3",72
"BP","GO:0042110","T cell activation","122/2780","491/23210",1.41390058294977e-15,1.04818312728679e-13,6.43424591342356e-14,"Ccl5/Tarm1/Rasgrp1/Slfn1/Batf/Il6/Slamf1/Rsad2/Socs1/Cebpb/Adora2a/Il27/Stx11/Cd28/Tnfrsf1b/Fas/Arg2/Il4ra/Zc3h12a/Havcr2/Tfrc/Fgl2/Treml2/Gpr183/Malt1/Slamf6/Pde5a/Wwp1/Cd274/Clec4e/Gadd45g/Bcl2a1d/Peli1/Gpr18/Psen2/Fancd2/Bcl3/Pnp/Irf1/Itgal/Il18/Lgals9/Casp3/Runx3/Psmb10/Anxa1/Tnfsf4/Zbtb16/Syk/Il1b/Il15/H2-T23/Ebi3/Icam1/Lgals8/Bcl6/Itpkb/Ccdc88b/Prex1/Il12a/Dusp22/Adk/Bcl2/Atg5/Il1rl2/Jag2/Rac2/Hspd1/Lfng/Cd44/Zc3h12d/Ccl2/Cd300a/Cd86/Vav1/Rag2/Ptpn22/Stat3/Azi2/Arg1/Il12rb1/Prkdc/Atp7a/Nck2/Ccr2/Elf4/Rpl22/Tnfsf9/Ifnar1/Rps6/Dusp3/H2-M3/Zbtb32/Dicer1/Sh3rf1/H2-Ab1/Cd276/Loxl3/Cdk6/Mill2/Psen1/Rhoh/Spn/Itk/Znhit1/Blm/Ripor2/Zfp36l1/Gja1/Nkap/Il12b/Gsn/Zfp608/Tmem131l/Cd8a/Lgals1/Fanca/Fkbp1a/Il2rg/Ly9/Zbtb7b/Dnaja3",122
"BP","GO:1901988","negative regulation of cell cycle phase transition","58/2780","160/23210",1.56848277906344e-15,1.14877190529237e-13,7.05170761164224e-14,"Susd2/Slfn1/Plk1/Bub1/Bub1b/Ndc80/Stil/Fbxo5/Ttk/Cenpe/Ticrr/Cdk1/Ccl12/Mad2l1/Aurkb/Ccnb1/Gen1/Topbp1/Pkd2/Cdc6/Pml/Ctdspl/Ier3/Birc5/Chek1/Dtl/Clspn/Trip13/Pidd1/Anapc15/Bcl2/Xrcc3/E2f7/Dcun1d3/Syf2/Zc3h12d/Mtbp/Brca1/Atm/Prkdc/Rpa2/Jade1/Rbl1/Cdk2ap2/Mre11a/Ezh2/Terf1/Rfwd3/Plk3/Tpr/Blm/Cep192/Zfp36l1/Fbxo31/Psmg2/Dgkz/Rad21/Kank2",58
"BP","GO:0006334","nucleosome assembly","43/2780","97/23210",1.61872464490808e-15,1.17145560909479e-13,7.19095096014931e-14,"H3c7/H3c11/H3c13/H3c10/H3c6/Nap1l1/H3c8/H1f5/Daxx/H1f1/H2bc12/H1f3/H2bc3/H2bc7/H2bc14/H4c6/Hist1h4n/Oip5/Asf1b/H4c8/H4c12/Mcm2/H4c1/H2bc9/H4c3/H4c4/H4c2/H3c3/Asf1a/Mis18a/Npm1/Hist1h2bp/H2bc18/Atrx/Spty2d1/Smarca2/Cenpp/H4c14/Brd2/H2bc21/H2bu1-ps/Smyd3/H3c1",43
"BP","GO:0007052","mitotic spindle organization","45/2780","105/23210",1.69933241098934e-15,1.21532255604755e-13,7.46022711697489e-14,"Stmn1/Plk1/Kif23/Nek2/Kif11/Racgap1/Nuf2/Ndc80/Hspa1a/Stil/Cdc20/Cenpe/Aurkb/Ccnb1/Kif4/Aurka/Birc5/Rcc1/Bora/Tacc3/Mybl2/Tpx2/Chek2/Kif3b/Spc25/Mecp2/Stag2/Ccsap/Chmp2a/Parp3/Chmp4b/Smc3/Drg1/Aaas/Tpr/Misp/Ripor2/Cep192/Spice1/Mzt1/Smc1a/Tacc2/Clasp2/Kifc5b/Ptpa",45
"BP","GO:0043901","negative regulation of multi-organism process","59/2780","165/23210",1.84462648630361e-15,1.30389353607438e-13,8.00391786284738e-14,"Ccl5/Acod1/Isg15/Isg20/Oasl1/Rsad2/Parp10/Arg2/Zc3h12a/Havcr2/Timp1/Tnfaip3/Fgl2/Trim59/Oas1b/Oas1g/Stat1/Dhx58/Adar/Bst2/Oas3/C1qbp/Oas1a/Hpgds/Trim6/Pml/Trim25/Oas1c/Htra1/Mapkbp1/Banf1/Rest/Rnf26/Ifitm1/Morc2a/Trim21/Rad50/Ifitm6/Oasl2/Tnf/Riok3/Ilf3/Zfp36/Mre11a/Mill2/Apobec3/Mul1/Ccl4/Trim27/Fam3a/Trim14/Setdb1/Aicda/Gsn/Tpst2/Trim28/Snx3/Oas1f/Ilrun",59
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","51/2780","130/23210",1.89406398835284e-15,1.32344999829849e-13,8.12396471713347e-14,"Stmn1/Plk1/Kif23/Nek2/Kif11/Racgap1/Nusap1/Nuf2/Ndc80/Hspa1a/Stil/Cdc20/Cenpe/Mad2l1/Aurkb/Ccnb1/Kif4/Aurka/Birc5/Rcc1/Bora/Nde1/Tacc3/Cenpa/Mybl2/Tpx2/Chek2/Kif3b/Spc25/Mecp2/Stag2/Ccsap/Chmp2a/Parp3/Chmp4b/Smc3/Drg1/Aaas/Tpr/Mcph1/Misp/Ripor2/Cep192/Eya1/Spice1/Mzt1/Smc1a/Tacc2/Clasp2/Kifc5b/Ptpa",51
"BP","GO:0032609","interferon-gamma production","49/2780","122/23210",2.22326106770997e-15,1.53581863984192e-13,9.42758431223904e-14,"Isg15/Rasgrp1/Slamf1/Il27/Il12rb2/Zc3h12a/Havcr2/Il1r1/Il1rl1/Slamf6/Cd274/Gas6/Gadd45g/Pde4b/Bcl3/Tlr9/Il18/Rnf19b/C1qbp/Lgals9/Nod2/Runx3/Il10/Tnfsf4/Tlr4/Il1b/Il23r/Tlr3/Il12a/Lta/Ticam2/Ulbp1/Arid5a/Hspd1/Tnf/Ptpn22/Azi2/Il12rb1/Ccr2/Tnfsf9/Ifnar1/H2-M3/Cd276/Trim27/Spn/Itk/Il27ra/Il12b/Irf8",49
"BP","GO:0051225","spindle assembly","44/2780","102/23210",2.60877872432187e-15,1.78188380507333e-13,1.09380491753058e-13,"Plk1/Kif23/Nek2/Aspm/Kif11/Racgap1/Spag5/Hspa1a/Fbxo5/Cdc20/Aurkb/Kif4/Aurka/Birc5/Rcc1/Mlh1/Haus4/Haus6/Mybl2/Tpx2/Chek2/Kif3b/Stag2/Ccsap/Chmp2a/Dicer1/Chmp4b/Smc3/Haus1/Drg1/Aaas/Tpr/Misp/Ripor2/Cep192/Spice1/Tubb5/Washc5/Mapre3/Mzt1/Tubgcp2/Smc1a/Kifc5b/Tubb1",44
"BP","GO:0051783","regulation of nuclear division","65/2780","195/23210",3.61498576102067e-15,2.44172204902718e-13,1.49884497342904e-13,"Ube2c/Met/Plk1/Nek2/Kif11/Bub1/Kif20b/Cd28/Nusap1/Bub1b/Ndc80/Hspa1a/Stil/Fbxo5/Ttk/Cdc20/Cenpe/Mad2l1/Aurkb/Ccnb1/Mki67/Gen1/Sgo2a/Cdc6/Birc5/Chek1/Edn1/Cit/Il1a/Il1b/Rcc1/Bora/Pttg1/Tacc3/Cdca5/Trip13/Osm/Anapc15/Naa10/Rad1/Xrcc3/Lrp5/Tnf/Atrx/Pdgfb/Mtbp/Atm/Rps6ka2/Stag2/Anapc1/Ccsap/Chmp2a/Chmp4b/Smc3/Terf1/Ranbp1/Drg1/Tpr/Ripor2/Cep192/Phb2/Psmg2/Rad21/Anapc11/Smc1a",65
"BP","GO:0002699","positive regulation of immune effector process","78/2780","259/23210",3.99391900517322e-15,2.66802567389539e-13,1.63776088760429e-13,"Rasgrp1/C3/Il6/Rsad2/H2-T10/H2-M2/Cd28/Il4ra/Cd40/Adora2b/Il1r1/Tfrc/Traf2/Ddx58/Fcgr1/H2-Q4/H2-T24/Malt1/Slamf6/Nectin2/Ddx60/Dhx58/Cadm1/Ticam1/Pnp/Tlr9/Clcf1/Irf1/Il18/Fgr/Gprc5b/Trim6/Rabgef1/Nod2/Anxa1/Tnfsf4/Syk/Tlr4/Il1b/Mlh1/H2-T23/Il12a/Pvr/Lta/Hmox1/Ddx1/Ulbp1/Arid5a/Rac2/Rif1/Hspd1/Nr4a3/Tnf/Ccl2/Cd300a/Vav1/Sphk2/Ptpn22/Arg1/Ccr2/Vamp7/H2-M3/Mill2/Cd36/Ddx21/Nsd2/Phb/D6Wsu163e/Rtn4/Pms2/Il12b/Ptafr/H2-Q1/Trp53bp1/Unc13d/Rps19/Lyn/H2-Q10",78
"BP","GO:0002285","lymphocyte activation involved in immune response","64/2780","193/23210",7.77938454563869e-15,5.14031289705843e-13,3.15536821673789e-13,"Batf/Il6/Il27/Stx11/Cd28/Il4ra/Cd40/Zc3h12a/Havcr2/Tfrc/Tnfaip3/Fgl2/Gpr183/Malt1/Slamf6/Clec4e/Gadd45g/Psen2/Bcl3/Clcf1/Irf1/Itgal/Il18/Lgals9/Anxa1/Tnfsf4/Plcl2/Tlr4/Mlh1/Icam1/Lgals8/Bcl6/Ptk2b/Rif1/Dock11/Hspd1/Lfng/Stat3/Atp7a/Ccr2/Swap70/Vamp7/Parp3/Rps6/H2-M3/Gapt/Loxl3/Psen1/Plcg2/Mfng/Nsd2/Exo1/Spn/Pms2/Il27ra/Il12b/Aicda/Trp53bp1/Lgals1/Thoc1/Dock10/Unc13d/Ly9/Zbtb7b",64
"BP","GO:0071706","tumor necrosis factor superfamily cytokine production","59/2780","170/23210",8.68715513816847e-15,5.67841033171249e-13,3.48567798130246e-13,"Rasgrp1/Slamf1/Acp5/Arg2/Jak2/Zc3h12a/Nod1/Havcr2/Tnfaip3/Ddx58/Cd274/Gas6/Tspo/Trem2/Irak3/Gpr18/Bcl3/Ticam1/Tlr9/Ifih1/Tlr1/Il18/Thbs1/Lgals9/Nod2/Trim30a/Il10/Ncl/Syk/C5ar2/Tlr4/H2-T23/Tlr3/Cx3cr1/Arid5a/Dhx9/Hspd1/Ccl2/Sphk2/Lpl/Ptpn22/Azi2/Ccr2/Lrrfip2/Zfp36/Myd88/Dicer1/Cd36/Psen1/Ccl4/Trim27/Spn/Il27ra/Il12b/Pik3r1/Hmgb1/Ptafr/Hdac2/Ilrun",59
"BP","GO:0007093","mitotic cell cycle checkpoint","50/2780","130/23210",9.0760039462243e-15,5.86947106266995e-13,3.60296013318759e-13,"Plk1/Bub1/Bub1b/Ndc80/Stil/Ttk/Cenpe/Ticrr/Cdk1/Top2a/Mad2l1/Aurkb/Ccnb1/Kntc1/Map3k20/Gen1/Topbp1/Cdc6/Pml/Ier3/Birc5/Chek1/Eme1/Clspn/Trip13/Pidd1/Anapc15/Xrcc3/Chek2/Zwilch/Syf2/Tipin/Mtbp/Brca1/Atm/Prkdc/Rpa2/Rps6/Wee1/Mre11a/Terf1/Rfwd3/Plk3/Tpr/Blm/Cep192/Fbxo31/Psmg2/Dgkz/Rad9b",50
"BP","GO:0034470","ncRNA processing","93/2780","343/23210",1.33123147084661e-14,8.51848011713319e-13,5.22904771651105e-13,"Isg20/Suv39h1/Trmt1/Adar/Pa2g4/Usb1/Exosc8/Rpl10a/Ncl/Thada/Tent4a/Zcchc4/Npm1/Ints6l/Wdr12/Gm1818/Srfbp1/Nob1/Nop10/Las1l/Rpl5/Utp14a/Rps16/Rps17/Pwp2/Eri3/Wdr18/Ddx1/Exosc5/Tsen54/Imp4/Thumpd1/Dis3/Tfb2m/Elp3/Esf1/Npm3/Alkbh8/Riok3/Rps15/Mecp2/Rps21/Parn/Utp25/Dhx37/Ints7/Hnrnpa2b1/Nsun2/Imp3/Rpp14/Rps6/Rsl1d1/Dicer1/Mrto4/Bms1/Ints12/Shq1/Tsen15/Rpl7/Elp2/Rpl11/Ddx21/Kti12/Fbl/Nol11/Wdr74/Exosc7/Nol6/Dimt1/Osgep/Rpl7a/Mettl15/Snu13/Thg1l/Gtpbp4/Ints2/Rtcb/Lin28b/Ssb/Pop5/Trub1/Rps14/Nop2/Wdr36/Ddx18/Ddx10/Trmt9b/Mtrex/Mettl6/Rps19/Tsr1/Rrp8/Znhit6",93
"BP","GO:0032640","tumor necrosis factor production","58/2780","167/23210",1.41068544392032e-14,8.93287168082458e-13,5.4834209415543e-13,"Rasgrp1/Slamf1/Acp5/Arg2/Jak2/Zc3h12a/Nod1/Havcr2/Tnfaip3/Ddx58/Gas6/Tspo/Trem2/Irak3/Gpr18/Bcl3/Ticam1/Tlr9/Ifih1/Tlr1/Il18/Thbs1/Lgals9/Nod2/Trim30a/Il10/Ncl/Syk/C5ar2/Tlr4/H2-T23/Tlr3/Cx3cr1/Arid5a/Dhx9/Hspd1/Ccl2/Sphk2/Lpl/Ptpn22/Azi2/Ccr2/Lrrfip2/Zfp36/Myd88/Dicer1/Cd36/Psen1/Ccl4/Trim27/Spn/Il27ra/Il12b/Pik3r1/Hmgb1/Ptafr/Hdac2/Ilrun",58
"BP","GO:0002237","response to molecule of bacterial origin","99/2780","377/23210",1.71996489570469e-14,1.07790377329781e-12,6.61668535569519e-13,"Nos2/Cxcl9/Ccl5/Ptgs2/Cxcl10/Acod1/Gbp2/Cxcl11/Cmpk2/Mrc1/Il6/Il1f9/Acp5/Cebpb/Tnfrsf1b/Il1rn/Nfkbia/Jak2/Il12rb2/Zc3h12a/Havcr2/Fcgr4/Tnfaip3/Mef2c/Irgm2/Malt1/Ccl12/Cd274/Stat1/Fcgr2b/Trem2/Pde4b/Irak3/Peli1/Gch1/Ticam1/Tlr9/Tlr1/Il18/Trim6/Lgals9/Sbno2/Nod2/Il10/Tnfsf4/Nfkbib/Ncl/Smad6/Tlr4/Pdcd4/Il1b/Irak2/Il23r/Stap1/Wfdc21/Il12a/Casp1/Cx3cr1/Ticam2/Litaf/Hmgb2/Arid5a/Cdk4/Ptgir/Cnr2/Tnf/Ccl2/Cd86/Ptpn22/Adm/Cxcl16/Cxcl3/Hnrnpa0/Ifnar1/Zfp36/Myd88/H2-M3/Prpf8/Cd36/Plcg2/Serpine1/Prkce/Cxcl5/Mgst1/Il12b/Aicda/Hmgb1/Sash1/Ptafr/Il1f6/Nr1d1/Rps6ka3/Irf8/Zfp709/Junb/Tnip2/Pde2a/Akt1/Lyn",99
"BP","GO:0034660","ncRNA metabolic process","115/2780","467/23210",1.82330395487049e-14,1.1310066062916e-12,6.94265576800846e-13,"Isg20/Slfn8/Zc3h12a/Mybl1/Suv39h1/Iars/Trmt1/Adar/Vars/Pa2g4/Usb1/Exosc8/Rpl10a/Ncl/Thada/Tent4a/Zcchc4/Npm1/Dars/Ints6l/Wdr12/Gm1818/Srfbp1/Nob1/Farsb/Nop10/Las1l/Rpl5/Utp14a/Rps16/Rps17/Ell/Pwp2/Eri3/Wdr18/Ddx1/Exosc5/Tsen54/Imp4/Thumpd1/Dis3/Tfb2m/Elp3/Ell2/Yars/Esf1/Npm3/Alkbh8/Riok3/Rps15/Mecp2/Rps21/Parn/Utp25/Dhx37/Ints7/Hnrnpa2b1/Nsun2/Imp3/Rpp14/Rps6/Rsl1d1/Dicer1/Mrto4/Bms1/Ints12/Shq1/Tsen15/Rpl7/Elp2/Rpl11/Nars2/Ddx21/Kti12/Fbl/Nol11/Mars2/Wdr74/Exosc7/Nol6/Dimt1/Osgep/Lars/Dedd/Rpl7a/Mettl15/Snu13/Thg1l/Gtpbp4/Ints2/Qars/Ice1/Rtcb/Lin28b/Dars2/Ddx11/Ssb/Ice2/Pop5/Trub1/Rps14/Nop2/Wars2/Wdr36/Ddx18/Ddx10/Trmt9b/Mtrex/Gars/Mettl6/Rps19/Tsr1/Cars2/Rrp8/Znhit6",115
"BP","GO:0050708","regulation of protein secretion","119/2780","490/23210",1.84286194718791e-14,1.13159169464195e-12,6.94624731821494e-13,"Nos2/Ccl5/Cd38/Rasgrp1/Il6/Slamf1/Rsad2/Socs1/Adora2a/Tnfsf15/Tnfrsf1b/Arg2/Jak2/Il4ra/Cd40/Zc3h12a/Havcr2/Traf2/Tnfaip3/Ddx58/Il1rl1/Nlrp1b/Hadh/Cd274/Gas6/Clec4e/Trem2/Cadm1/Casp4/Tlr9/Ifih1/Tlr1/Lrp1/Fgr/Tlr5/Cyp51/Trim6/Lgals9/Rabgef1/Nod2/Anxa1/Rab11fip1/Pde3b/Cacna1d/Pml/Il10/Tnfsf4/Ncl/Oxct1/Birc5/Slc8b1/Pam/Syk/C5ar2/Il1a/Tlr4/Il1b/Il17ra/Idh2/H2-T23/Ica1/Mapkbp1/Hcar2/Pim3/Mmp12/Rest/C1qtnf12/Frmd4a/Rhbdf2/Osm/Nlgn2/Clec4n/Casp1/Tnfrsf9/Glrx/Atg5/Cd200/Arid5a/Ensa/Bank1/Dhx9/Gipr/Lrp5/Hspd1/Hif1a/Tnf/Scamp5/Rab34/Rptor/Lpl/Ptpn22/Serp1/Srgn/Ppp1r11/Lrrfip2/Fn1/Ifnar1/Src/Cd276/Cd36/Gsdmd/Trim27/Prkce/Atp13a2/Gja1/Serpinb1a/Il27ra/Clec9a/Hmgb1/Wls/Dnajc1/Nr1d1/Ezr/Cd22/Klf7/Pard6a/Ppia/Trim16/Lyn",119
"BP","GO:0071346","cellular response to interferon-gamma","46/2780","115/23210",1.90108570576564e-14,1.15567000053493e-12,7.09405139677811e-13,"Nos2/Ccl5/Acod1/Gbp2/Gbp3/Mrc1/Ccl8/Gbp7/Rab20/Gbp4/Socs1/Stx11/Gbp11/Jak2/Cdc42ep2/Irgm2/Parp14/Ccl22/Ccl12/Gbp9/Irgm1/Stat1/Stxbp3/Tdgf1/Parp9/Irf1/Tlr4/Pparg/Casp1/Zyx/Rab43/Ccl7/Syncrip/Ccl2/Ccl6/Arg1/Il12rb1/Flnb/H2-Ab1/Ccl4/Il12b/Gsn/Stx8/Irf8/Rab12/Dnaja3",46
"BP","GO:0007159","leukocyte cell-cell adhesion","88/2780","319/23210",2.29594484909114e-14,1.38188601362624e-12,8.48267273582918e-13,"Ccl5/Tarm1/Rasgrp1/Slfn1/Il6/Slamf1/Gcnt1/Socs1/Cebpb/Adora2a/Cd28/Arg2/Il4ra/Zc3h12a/Havcr2/Tfrc/Fgl2/Itga5/Malt1/Pde5a/Tnip1/Cd274/Peli1/L1cam/Pnp/Irf1/Itgal/Il18/Lgals9/Casp3/Runx3/Anxa1/Tnfsf4/Zbtb16/Syk/Il1b/Il15/Sell/H2-T23/Itga4/Icam1/Lgals8/Bcl6/Itpkb/Ccdc88b/S100a8/Il12a/Cx3cr1/Dusp22/Adk/Il1rl2/Rac2/Hspd1/Cd44/Stk10/Nr4a3/Zc3h12d/Tnf/Ccl2/Cd300a/Cd86/Ptpn22/Arg1/Il12rb1/Nck2/Ccr2/Tnfsf9/Dusp3/H2-M3/H2-Ab1/Cd276/Loxl3/Pecam1/Spn/Blm/Ripor2/Nkap/Il12b/Olr1/Zfp608/Ptafr/Tmem131l/S100a9/Lgals1/Il2rg/Akt1/Zbtb7b/Dnaja3",88
"BP","GO:0032496","response to lipopolysaccharide","95/2780","359/23210",3.51344131618695e-14,2.09394213344122e-12,1.28536114198996e-12,"Nos2/Cxcl9/Ccl5/Ptgs2/Cxcl10/Acod1/Gbp2/Cxcl11/Cmpk2/Mrc1/Il6/Il1f9/Acp5/Cebpb/Tnfrsf1b/Il1rn/Nfkbia/Jak2/Il12rb2/Zc3h12a/Havcr2/Fcgr4/Tnfaip3/Mef2c/Irgm2/Malt1/Ccl12/Cd274/Stat1/Trem2/Pde4b/Irak3/Peli1/Gch1/Ticam1/Il18/Trim6/Lgals9/Sbno2/Nod2/Il10/Tnfsf4/Nfkbib/Ncl/Smad6/Tlr4/Pdcd4/Il1b/Irak2/Il23r/Stap1/Wfdc21/Il12a/Casp1/Cx3cr1/Ticam2/Litaf/Hmgb2/Arid5a/Cdk4/Ptgir/Cnr2/Tnf/Ccl2/Cd86/Ptpn22/Adm/Cxcl16/Cxcl3/Hnrnpa0/Ifnar1/Zfp36/Myd88/Prpf8/Cd36/Plcg2/Serpine1/Prkce/Cxcl5/Mgst1/Il12b/Aicda/Hmgb1/Sash1/Ptafr/Il1f6/Nr1d1/Rps6ka3/Irf8/Zfp709/Junb/Tnip2/Pde2a/Akt1/Lyn",95
"BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","57/2780","166/23210",4.16971787713771e-14,2.46094320146797e-12,1.51064382978571e-12,"Rasgrp1/Slamf1/Acp5/Arg2/Jak2/Zc3h12a/Nod1/Havcr2/Tnfaip3/Ddx58/Cd274/Gas6/Tspo/Trem2/Irak3/Gpr18/Bcl3/Ticam1/Tlr9/Ifih1/Tlr1/Il18/Thbs1/Lgals9/Nod2/Trim30a/Il10/Ncl/Syk/C5ar2/Tlr4/H2-T23/Tlr3/Cx3cr1/Arid5a/Dhx9/Hspd1/Ccl2/Lpl/Ptpn22/Ccr2/Lrrfip2/Zfp36/Myd88/Dicer1/Cd36/Psen1/Ccl4/Trim27/Spn/Il27ra/Il12b/Pik3r1/Hmgb1/Ptafr/Hdac2/Ilrun",57
"BP","GO:0032635","interleukin-6 production","56/2780","162/23210",5.02753933100434e-14,2.93869342242071e-12,1.8039096081387e-12,"Nos2/Met/Il6/Slamf1/Il1f9/Cebpb/Il1rn/Zc3h12a/Nod1/Havcr2/Adora2b/Tnfaip3/Ddx58/Gas6/Trem2/Irak3/Ticam1/Tlr9/Ifih1/Tlr1/Il18/Hgf/Lgals9/Rabgef1/Nod2/Trim30a/Il10/Tnfsf4/Ncl/Syk/C5ar2/Il1a/Tlr4/Il1b/Tlr3/Ticam2/Il1rl2/Cd200/Arid5a/Bank1/Dhx9/Hspd1/Tnf/Sphk2/Lpl/Ptpn22/Stat3/Azi2/Tnfsf9/Myd88/Cd36/Il27ra/Capn2/Hmgb1/Ptafr/Il1f6",56
"BP","GO:0048525","negative regulation of viral process","41/2780","97/23210",5.34474620654981e-14,3.09435354186822e-12,1.89946118317986e-12,"Ccl5/Isg15/Isg20/Oasl1/Rsad2/Parp10/Zc3h12a/Trim59/Oas1b/Oas1g/Stat1/Adar/Bst2/Oas3/Oas1a/Trim6/Pml/Trim25/Oas1c/Banf1/Rest/Ifitm1/Morc2a/Trim21/Rad50/Ifitm6/Oasl2/Tnf/Ilf3/Zfp36/Mre11a/Apobec3/Ccl4/Trim27/Trim14/Setdb1/Aicda/Gsn/Trim28/Snx3/Oas1f",41
"BP","GO:0035456","response to interferon-beta","30/2780","56/23210",5.47585855889469e-14,3.13810893914749e-12,1.92632032437431e-12,"Acod1/Gbp2/Gbp3/Iigp1/Ifit1/Ifi208/Ifi213/Ifit3/Gm4951/Ifi209/Xaf1/Ifi214/Irgm2/Irgm1/Stat1/Igtp/Mndal/Gm4841/Bst2/Irf1/Trim6/Ifi204/Ifi211/Gm5431/Ifitm1/Ifi203/Ifitm6/Ikbke/Tmem173/Ifnar2",30
"BP","GO:0051054","positive regulation of DNA metabolic process","73/2780","245/23210",5.52356730529333e-14,3.13810893914749e-12,1.92632032437431e-12,"Met/Il6/Nek2/Cd28/Cd40/Tfrc/Cdk1/Aurkb/Cdc7/Parp9/Pnp/Myc/Clcf1/Hgf/Dbf4/Fgfr1/Rad51/Pml/Tnfsf4/Dna2/Usp9x/Mlh1/Npm1/Dtx3l/Morc2a/Ptk2b/Cct2/Rad50/Cct5/Dhx9/E2f7/Rif1/Cct4/Atrx/Pnkp/Pdgfb/Cdk2/Anxa3/Brca1/Atm/Prkdc/Mecp2/Parn/Hnrnpa2b1/Fancb/Src/Parp3/Hdac10/Mre11a/Rfc4/Nsd2/Pms2/Blm/Fh1/Vegfa/Eya1/E2f8/Setdb1/Dnmt3l/Atr/Sirt6/Otud4/Fam168a/Rfc5/Timeless/Ddx11/Trp53bp1/Ube2v2/Trim28/Stn1/Akt1/Chtf18/Cbx8",73
"BP","GO:0032680","regulation of tumor necrosis factor production","56/2780","164/23210",9.09949962488122e-14,5.12183872404194e-12,3.14402789183274e-12,"Rasgrp1/Slamf1/Acp5/Arg2/Jak2/Zc3h12a/Nod1/Havcr2/Tnfaip3/Ddx58/Gas6/Tspo/Trem2/Irak3/Gpr18/Bcl3/Ticam1/Tlr9/Ifih1/Tlr1/Il18/Thbs1/Lgals9/Nod2/Trim30a/Il10/Ncl/Syk/C5ar2/Tlr4/H2-T23/Tlr3/Cx3cr1/Arid5a/Dhx9/Hspd1/Ccl2/Lpl/Ptpn22/Ccr2/Lrrfip2/Zfp36/Myd88/Dicer1/Cd36/Psen1/Ccl4/Trim27/Spn/Il27ra/Il12b/Pik3r1/Hmgb1/Ptafr/Hdac2/Ilrun",56
"BP","GO:0034728","nucleosome organization","50/2780","137/23210",1.01285263266554e-13,5.64874417795763e-12,3.46746748701047e-12,"H3c7/H3c11/H3c13/H3c10/H3c6/Nap1l1/H3c8/H1f5/Daxx/H1f1/H2bc12/H1f3/H2bc3/H2bc7/H2bc14/H4c6/Hist1h4n/Oip5/Asf1b/Anp32e/H4c8/H4c12/Mcm2/H4c1/H2bc9/H4c3/H4c4/H4c2/H3c3/Asf1a/Mis18a/Ptma/Npm1/Hist1h2bp/Supt16/H2bc18/Smarcc1/Pbrm1/Atrx/Spty2d1/Smarca2/Cenpp/H4c14/Brd2/H2bc21/Znhit1/H2bu1-ps/Smyd3/Tnp2/H3c1",50
"BP","GO:0045005","DNA-dependent DNA replication maintenance of fidelity","24/2780","38/23210",1.23709264136848e-13,6.83662378807182e-12,4.19664441497729e-12,"Zranb3/Nucks1/Etaa1/Gen1/Rad51/Brca2/Dna2/Pole/Samhd1/Eme1/Fancm/Tipin/Atrx/Pold1/Mre11a/Rfwd3/Bod1l/Mms22l/Blm/Timeless/Mcm9/Ddx11/Cenpx/Thoc1",24
