"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0050727","regulation of inflammatory response","4/25","354/23210",0.000522342058534163,0.0282911162544806,0.0167806435615084,"Nr1h3/Il6/Il1rl2/Cd5l",4
"BP","GO:0014013","regulation of gliogenesis","3/25","150/23210",0.000548196318445263,0.0282911162544806,0.0167806435615084,"Spint1/Il6/Cxcr4",3
"BP","GO:0032496","response to lipopolysaccharide","4/25","359/23210",0.000550614866861995,0.0282911162544806,0.0167806435615084,"Nr1h3/Cxcl13/Il6/Cxcl11",4
"BP","GO:1990845","adaptive thermogenesis","3/25","156/23210",0.000614503582502303,0.0301386075236357,0.0178764678546125,"Nr1h3/Cxcr4/Gadd45g",3
"BP","GO:0002237","response to molecule of bacterial origin","4/25","377/23210",0.000661476025383736,0.0310318535386544,0.0184062894019822,"Nr1h3/Cxcl13/Il6/Cxcl11",4
"BP","GO:0030098","lymphocyte differentiation","4/25","395/23210",0.000787378409253519,0.035283286807867,0.0209279921751945,"Il6/Il1rl2/Zfp36l2/Gadd45g",4
"BP","GO:1903053","regulation of extracellular matrix organization","2/25","40/23210",0.000847261303197977,0.035283286807867,0.0209279921751945,"Il6/Fscn1",2
"BP","GO:1903706","regulation of hemopoiesis","4/25","407/23210",0.000880213318482214,0.035283286807867,0.0209279921751945,"Il6/Il1rl2/Inhba/Zfp36l2",4
"BP","GO:0033628","regulation of cell adhesion mediated by integrin","2/25","41/23210",0.000890123250179052,0.035283286807867,0.0209279921751945,"Cxcl13/Plau",2
"BP","GO:0001659","temperature homeostasis","3/25","179/23210",0.00091559965766476,0.035283286807867,0.0209279921751945,"Nr1h3/Cxcr4/Gadd45g",3
"BP","GO:0045619","regulation of lymphocyte differentiation","3/25","182/23210",0.000960632866857645,0.0357421677013586,0.0212001736134101,"Il6/Il1rl2/Zfp36l2",3
"BP","GO:0010596","negative regulation of endothelial cell migration","2/25","50/23210",0.0013218882991048,0.0475439158244694,0.0282002837142358,"Cxcl13/Dcn",2
"BP","GO:1903708","positive regulation of hemopoiesis","3/25","208/23210",0.00141067398215995,0.0491005557016317,0.0291235918897537,"Il6/Il1rl2/Inhba",3
"MF","GO:0005125","cytokine activity","4/24","215/22710",7.15389439259564e-05,0.00829851749541094,0.00572311551407651,"Cxcl13/Il6/Inhba/Cxcl11",4
"MF","GO:0005126","cytokine receptor binding","4/24","327/22710",0.000357127630749592,0.0207134025834763,0.0142851052299837,"Cxcl13/Il6/Inhba/Cxcl11",4
"MF","GO:0008009","chemokine activity","2/24","44/22710",0.000985466276547153,0.0381046960264899,0.0262791007079241,"Cxcl13/Cxcl11",2
"MF","GO:0048018","receptor ligand activity","4/24","489/22710",0.00160255837181812,0.0464741927827254,0.0320511674363624,"Cxcl13/Il6/Inhba/Cxcl11",4
