"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"110","TC0100000790.mm.2","Ptma","19231","prothymosin alpha",1.70994967187517,10.6945830696514,4.16568081297316,0.00123226286463123,0.0142032784299819,-1.21738500003266
"111","TC0100000794.mm.2","Dis3l2","208718","DIS3 like 3'-5' exoribonuclease 2",0.509878709981547,7.0386001584778,1.78760306406173,0.098380461097683,0.251947029697467,-5.47766690122515
"112","TC0100000806.mm.2","Akp3","11648","alkaline phosphatase 3, intestine, not Mn requiring",0.210204945658264,3.61010142391626,0.59664194071068,0.561521766393607,0.733441266906546,-6.81152808579501
"113","TC0100000809.mm.2","Chrnd","11447","cholinergic receptor, nicotinic, delta polypeptide",0.0350922261992648,3.31241071878539,0.131840509731727,0.897233467237811,0.950248828179099,-6.99032698409697
"114","TC0100000814.mm.2","Gigyf2","227331","GRB10 interacting GYF protein 2",0.437560415492895,7.4119825623172,1.4808965376346,0.163683995387014,0.344374561012289,-5.91821882708164
"115","TC0100000828.mm.2","Sag","20215","S-antigen, retina and pineal gland (arrestin)",-0.0157895290856587,6.70419704110393,-0.0516560144604332,0.959628701205991,0.97853383995726,-6.99820800057775
"116","TC0100000829.mm.2","Dgkd","227333","diacylglycerol kinase, delta",2.05419571392156,6.48227797593653,7.60881936467642,5.25504228451993e-06,0.000331132943953135,4.35461194513005
"117","TC0100000845.mm.2","Mroh2a","100040766","maestro heat-like repeat family member 2A",-0.363950396132309,4.11045369165123,-1.33874783272103,0.204769076192418,0.393965916550746,-6.10300420035868
"118","TC0100000854.mm.2","Sh3bp4","98402","SH3-domain binding protein 4",-1.45485699166541,6.65084638442506,-5.49770732533811,0.000123209260593958,0.00268231319469034,1.13024070708612
"119","TC0100000858.mm.2","Agap1","347722","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",1.3789734487538,7.52698190980226,4.21081396182859,0.00113561030923584,0.0133962402176717,-1.13459776878721
"120","TC0100000870.mm.2","Ackr3","12778","atypical chemokine receptor 3",-0.170121565760176,4.73205627670722,-0.442417952407352,0.665833671348768,0.809338888575565,-6.89554118837345
"121","TC0100000882.mm.2","Mlph","171531","melanophilin",-0.304943377286726,4.06647262224503,-0.994175800903157,0.339212646641301,0.541032182612196,-6.49009084753976
"122","TC0100000883.mm.2","Prlh","623503","prolactin releasing hormone",0.438508694606542,6.40804629956276,1.33963169048347,0.204489520605136,0.393502690921681,-6.10189735577474
"123","TC0100000884.mm.2","Lrrfip1","16978","leucine rich repeat (in FLII) interacting protein 1",0.606820646331519,8.38417930796628,2.12378628269091,0.0545249407346062,0.17216169428963,-4.94142213364786
"124","TC0100000886.mm.2","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",1.20602742233988,6.51278077289291,3.51484216593251,0.00408966419223016,0.0315991189871858,-2.42575230439061
"125","TC0100000890.mm.2","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.511344199200957,9.46402837859071,-1.55664710975405,0.14479228898964,0.319677425854166,-5.81444621306493
"126","TC0100000892.mm.2","Scly","50880","selenocysteine lyase",-0.105565031061257,8.16271712845079,-0.341564698986421,0.738418570218819,0.859602798070589,-6.93739308972521
"127","TC0100000899.mm.2","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.159110469081722,4.18090835704491,-0.466700248042341,0.648837813995008,0.79719748370829,-6.88390365539725
"128","TC0100000911.mm.2","Olfr1410","258484","olfactory receptor 1410",-0.0849574552076291,5.06434870810435,-0.290661491018802,0.776132385372793,0.880037319793499,-6.9545045328375
"129","TC0100000916.mm.2","Gpc1","14733","glypican 1",-0.798936063608875,6.99400093841246,-2.4967478350223,0.0275857681435622,0.111275350797454,-4.2993689993844
"130","TC0100000919.mm.2","Dusp28","67446","dual specificity phosphatase 28",-0.348175498669839,5.21459110242799,-1.0466156331811,0.315324147889735,0.517127707430415,-6.4372199498084
"131","TC0100000921.mm.2","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",0.0729990018449467,8.91082838444556,0.235089278693527,0.817991319267558,0.903220881635791,-6.97007806973281
"132","TC0100000922.mm.2","Capn10","23830","calpain 10",-0.601116876011249,6.34246071021359,-1.84390947374601,0.0893048418376759,0.236059828150918,-5.39133618101902
"133","TC0100000923.mm.2","Gpr35","64095","G protein-coupled receptor 35",-2.78225628316199,6.26051835000387,-9.94010114475978,2.98961386237537e-07,4.4602400932056e-05,7.24729798007661
"134","TC0100000936.mm.2","Sept2","18000","septin 2",1.00869271489349,9.18382287162912,3.38613838549677,0.0052038275037461,0.0374987195717982,-2.66630026135039
"135","TC0100000937.mm.2","Farp2","227377","FERM, RhoGEF and pleckstrin domain protein 2",0.845563942240711,5.93474532791322,1.95367951927108,0.0737612891967046,0.209610162157022,-5.21878996878995
"136","TC0100000946.mm.2","Ing5","66262","inhibitor of growth family, member 5",0.104214649842532,6.53145499955813,0.345909221165922,0.735230704234794,0.857608592478071,-6.93580728690574
"137","TC0100000947.mm.2","D2hgdh","98314","D-2-hydroxyglutarate dehydrogenase",0.208056280611711,6.48278238165511,0.428076676327365,0.675963833321346,0.815707516241828,-6.90213152349099
"138","TC0100000954.mm.2","Neu4","241159","sialidase 4",0.203460147063501,5.84551981166914,0.583072308111265,0.570336054490639,0.739999906996743,-6.81987257801346
"139","TC0100000971.mm.2","Gin1","252876","gypsy retrotransposon integrase 1",0.0478388855650769,6.28917748800457,0.16169696944168,0.874159084723057,0.936566048634007,-6.9856372274916
"140","TC0100001008.mm.2","Relch","227446","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",0.0302866702757321,7.09321271512774,0.101566690952871,0.920730607904513,0.960494808965685,-6.99411062591501
"141","TC0100001016.mm.2","Zcchc2","227449","zinc finger, CCHC domain containing 2",-1.78390627006015,8.06554818103885,-5.94598778501326,5.99459541156056e-05,0.00163043352413624,1.86764864495475
"142","TC0100001018.mm.2","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",-1.26926104755241,8.67203876573628,-4.12180636279032,0.0013343835109828,0.0149418550981462,-1.29802780804141
"143","TC0100001028.mm.2","Serpinb11","66957","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11",-0.303795672203009,4.16716589944516,-0.962318312855209,0.35434913855293,0.555278345786141,-6.52108098877325
"144","TC0100001031.mm.2","Serpinb8","20725","serine (or cysteine) peptidase inhibitor, clade B, member 8",-0.403003641646375,7.78264082850304,-1.1799095562325,0.260259360965519,0.458231728044982,-6.29279080326887
"145","TC0100001058.mm.2","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",0.38523846009692,8.19094650708221,1.12144661013663,0.283424444290205,0.483982660717747,-6.35787282652327
"146","TC0100001060.mm.2","Clasp1","76707","CLIP associating protein 1",0.245044323074934,8.20094156168991,0.760092776546971,0.461459940042315,0.649691457323733,-6.69701166038329
"147","TC0100001083.mm.2","Sctr","319229","secretin receptor",0.264698644248397,3.73389059163746,0.912171910299508,0.379135499980679,0.578211883994502,-6.56809612809025
"148","TC0100001096.mm.2","Ccdc93","70829","coiled-coil domain containing 93",-0.333123731043147,7.36905349388831,-1.0790819886616,0.301170304345163,0.50264281743126,-6.4033495046535
"149","TC0100001129.mm.2","R3hdm1","226412","R3H domain containing 1",0.643844009429824,10.5221005043076,2.21030061566185,0.0466480072119856,0.156392608448643,-4.79624294114581
"150","TC0100001138.mm.2","Ubxn4","67812","UBX domain protein 4",-0.76889398387768,8.28577825051907,-2.4773648347361,0.0285939187767938,0.113848236260036,-4.33366844983442
"151","TC0100001158.mm.2","Yod1","226418","YOD1 deubiquitinase",0.331631457434641,5.36520407198211,1.0474016903434,0.314975741689712,0.516892413368187,-6.43641007985557
